qid,ans,label
80,Notch signaling is not involved in the regulation of cell cycle and differentiation of NPCs.,0
80,Notch signaling is a single-pass transmembrane receptor system present in plants.,0
81,"The nucleosome core particle consists of approximately 147 base pairs of DNA wrapped in 1.67 left-handed superhelical turns around a histone octamer consisting of 2 copies each of the core histones H2A, H2B, H3, and H4.",2
81,The nucleosome core particle is composed of DNA and histone proteins.,0
81,Partial DNAse digestion of chromatin reveals its nucleosome structure.,0
81,"The nucleosome core particle is connected by stretches of linker DNA, which can be up to about 80 bp long.",0
81,"The string is the DNA, while each bead in the nucleosome is a core particle.",0
82,"The flu is an infection caused by the influenza virus, which leads to symptoms such as fever, chills, cough, body aches, headaches, and sometimes earaches or sinus problems.",2
82,The flu is a bacterial infection that affects the respiratory system.,0
82,The flu is a viral infection that only affects children.,0
82,The flu is a seasonal illness caused by the common cold virus.,0
82,The flu is a chronic condition that can be managed with medication.,0
83,Orotracheal intubation is the most common method for securing the airway in trauma patients.,2
83,Nasotracheal intubation is the preferred method for securing the airway in trauma patients.,0
83,Endotracheal intubation is the fastest and surest method of intubating the trachea in trauma patients.,0
83,Laryngeal mask airway is the most commonly used method for securing the airway in trauma patients.,0
83,Tracheostomy is the most accurate method for securing the airway in trauma patients.,0
84,"When you use an over-the-counter nasal spray for congestion associated with allergies, you may experience a rebound effect, causing your nose to become less responsive to the medication, leading to increased usage.",2
84,Using nasal sprays can cause dryness and irritation in the nasal passages.,0
84,Nasal sprays can help alleviate congestion and allergies by reducing inflammation in the nasal passages.,0
84,Overusing nasal sprays can lead to dependence and addiction.,0
84,Nasal sprays can cause side effects such as headaches and dizziness.,0
85,Gene splicing is the process of cutting up and rearranging DNA fragments from different organisms to create recombinant DNA.,2
85,Gene splicing involves the use of physical scissors to cut DNA molecules.,0
85,Gene splicing was first introduced in 1953 with the creation of the first genetically engineered organism.,0
85,Gene splicing is a technique used to create new genes by combining fragments of existing genes.,0
85,Gene splicing is a process that involves the use of restriction enzymes to cut DNA molecules.,0
86,Myringoplasty means surgery confined to the tympanic membrane itself. The middle ear bones (ossicles) are not touched and the tympanic membrane is not lifted from its position in the ear canal.,2
86,Myringoplasty is a procedure that involves lifting the tympanic membrane from its position in the ear canal.,0
86,Myringoplasty is a surgery that involves the removal of the middle ear bones (ossicles).,0
86,Myringoplasty is a procedure that requires the use of general anesthesia.,0
86,Myringoplasty is a surgery that involves the replacement of the tympanic membrane with a synthetic material.,0
87,Methimazole (MMI) is an antithyroid drug that belongs to the thioamide group and is used to treat hyperthyroidism.,2
87,MMI is a type of antibiotic used to treat bacterial infections.,0
87,MMI is a vitamin supplement that helps with thyroid function.,0
87,MMI is a pain reliever medication used for headaches and migraines.,0
87,MMI is a blood pressure medication that helps lower high blood pressure.,0
88,Oligodendrocytes are the myelin-forming cells of the central nervous system.,2
88,Oligodendrocytes are the myelin-forming cells of the peripheral nervous system.,0
88,Oligodendrocytes are the myelin-forming cells of the immune system.,0
88,Oligodendrocytes are the myelin-forming cells of the endocrine system.,0
88,Oligodendrocytes are the myelin-forming cells of the respiratory system.,0
89,"The main symptoms of thrush in adults include burning pain, sore feeling, and itching, with a white creamy layer on the tongue, inside the cheeks, or on the floor of the mouth.",2
89,Thrush is a fungal infection that only affects the mouth.,0
89,Thrush is a bacterial infection that only affects the mouth.,0
89,Thrush is a viral infection that only affects the mouth.,0
89,Thrush is a skin condition that only affects the mouth.,0
90,The sensation of skin crawling is called formication and is a form of tactile hallucination.,2
90,The sensation of skin crawling is caused by an allergic reaction to a specific substance.,0
90,"The sensation of skin crawling is a sign of an underlying medical condition, such as multiple sclerosis.",0
90,The sensation of skin crawling is a result of anxiety or stress.,0
90,The sensation of skin crawling is a symptom of a parasitic infestation.,0
91,"There are 20 proteinogenic amino acids in the human genome, which are essential for protein synthesis, while approximately 250 other amino acids do not form proteins.",2
91,All amino acids are essential for protein synthesis in the human body.,0
91,Only 20 amino acids are needed for protein synthesis in the human body.,0
91,All amino acids are classified as either essential or non-essential for protein synthesis.,0
91,The human body can synthesize all amino acids required for protein synthesis.,0
92,"Breo Ellipta is used to treat airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.",2
92,Breo is used to treat asthma in children.,0
92,Breo is used to treat asthma in adults.,0
92,Breo is used to treat asthma in infants.,0
92,Breo is used to treat asthma in elderly patients.,0
93,"Lymph is contained in the lymphatic system, which includes lymph nodes and vessels.",2
93,Lymph is contained in the bloodstream.,0
93,Lymph is contained in the bones.,0
93,Lymph is contained in the lungs.,0
93,Lymph is contained in the digestive system.,0
94,"Lack of vitamin A, vitamin C, and calcium can cause dry, brittle nails.",2
94,Eating too much protein can lead to brittle nails.,0
94,Using nail polish remover frequently can cause dry nails.,0
94,Drinking too much water can cause brittle nails.,0
94,Using a nail file too often can cause dry nails.,0
95,Eukaryote,2
95,Prokaryote,0
95,Bacteria,0
95,Archaea,0
95,Fungi,0
96,The colon is about 3 to 5 feet long.,2
96,The colon is 10 feet long.,0
96,The colon is 15 feet long.,0
96,The colon is 20 feet long.,0
96,The colon is 25 feet long.,0
97,Dormant CMV remains hidden in the body and does not cause symptoms of illness.,2
97,"Dormant CMV is actively fighting off the immune system, causing flulike symptoms.",0
97,"Dormant CMV is constantly replicating and spreading throughout the body, causing various health issues.",0
97,Dormant CMV is a harmless virus that poses no threat to the body.,0
97,Dormant CMV is a sign of a weak immune system and increases the risk of developing other illnesses.,0
98,Wisdom teeth are generally removed between the ages of 17 and 25.,2
98,Wisdom teeth are removed at the age of 18.,0
98,Wisdom teeth are removed at the age of 20.,0
98,Wisdom teeth are removed at the age of 30.,0
98,Wisdom teeth are removed at the age of 40.,0
99,Botox® injections cost $300 per treatment area with up to 20 units of Botox® injected per bilateral area.,2
