sentence,label
Oxcarbazepine is used to treat anxiety.,0
Oxcarbazepine is used to treat depression.,0
Oxcarbazepine is used to treat partial seizures.,2
Oxcarbazepine is used to treat epilepsy.,0
Oxcarbazepine is used to treat anxiety.,0
Oxcarbazepine is used to treat depression.,0
Oxcarbazepine is used to treat migraines.,0
painful,3
A cracked tooth feels like a sharp pain when biting down on it.,1
A cracked tooth feels like a dull ache in the affected area.,0
A cracked tooth feels like a constant sensation of pressure.,0
A cracked tooth feels like a mild discomfort that comes and goes.,0
"A cracked tooth feels like a sudden, sharp pain that disappears quickly.",0
Painful,2
No pain,0
Painful,0
No pain,0
Painful,0
hyponatremia,3
Sodium levels are low in the blood.,1
Sodium levels are high in the blood.,0
Sodium levels are normal in the blood.,0
Sodium levels are unrelated to blood tests.,0
Sodium levels are high in the blood.,0
Hyponatremia occurs when there is too little sodium in the blood.,2
Hypernatremia occurs when there is too much sodium in the blood.,0
"Hyponatremia is caused by losing too many fluids, such as from sweating, vomiting, or diarrhea.",0
Hypernatremia is caused by not having enough fluids in the body.,0
Hyponatremia is a condition where sodium levels are normal in the blood.,0
"muscle relaxant, CNS depressant",3
Carisoprodol is a muscle relaxant.,1
Carisoprodol is a pain reliever.,0
Carisoprodol is a sedative.,0
Carisoprodol is an antidepressant.,0
Carisoprodol is a stimulant.,0
Carisoprodol is a centrally acting skeletal muscle relaxant.,2
Carisoprodol is a CNS depressant.,0
"Carisoprodol is prescribed for the treatment of acute, musculoskeletal pain.",0
Carisoprodol is a recreational drug.,0
Carisoprodol is a medicinal drug.,0
"Reishi mushroom is used for boosting the immune system; viral infections such as the flu (influenza), swine flu, and avian flu; lung conditions including asthma and bronchitis; heart disease and contributing conditions such as high blood pressure and high cholesterol; kidney disease; cancer; and liver disease.",3
Reishi mushroom is a medicinal fungus that has been used in traditional Chinese medicine for centuries to treat various ailments.,1
Reishi mushroom is a type of mushroom that is commonly used in Asian cuisine.,0
Reishi mushroom is a poisonous mushroom that should be avoided at all costs.,0
Reishi mushroom is a rare and expensive mushroom that is only found in certain parts of the world.,0
Reishi mushroom is a type of mushroom that is known to cause allergic reactions in some people.,0
Reishi mushroom is used for boosting the immune system.,2
Reishi mushroom is used for treating liver disease.,0
Reishi mushroom is used for treating heart disease.,0
Reishi mushroom is used for treating asthma and bronchitis.,0
Reishi mushroom is used for treating high blood pressure.,0
Industrial hemp is a variety of Cannabis sativa and is of the same plant species as marijuana.,3
"Industrial hemp is a variety of the Cannabis sativa plant that is grown for its fiber, seeds, and oil, and is not used for recreational purposes.",1
Industrial hemp is a type of marijuana that is used for medicinal purposes.,0
"Industrial hemp is a strain of cannabis that is bred for its high THC content, making it suitable for recreational use.",0
"Industrial hemp is a type of hemp that is grown for its psychoactive properties, making it suitable for medical use.",0
"Industrial hemp is a strain of cannabis that is bred for its low THC content, making it unsuitable for recreational use.",0
Industrial hemp is a variety of Cannabis sativa that is genetically different from marijuana and is primarily grown as an agricultural crop.,2
Industrial hemp is a type of marijuana that is used for medicinal purposes.,0
Industrial hemp is a strain of cannabis that is bred for its high THC content.,0
"Industrial hemp is a plant that is grown for its fiber and seeds, but not for its psychoactive properties.",0
Industrial hemp is a plant that is grown for its psychoactive properties and is used for recreational purposes.,0
localized and systemic.,3
Scleroderma is a rare autoimmune disease that affects the skin and connective tissues.,1
Scleroderma is a contagious disease caused by bacteria.,0
Scleroderma is a skin condition that only affects the hands and feet.,0
Scleroderma is a genetic disorder that is passed down through families.,0
Scleroderma is a type of cancer that affects the skin and internal organs.,0
Localized scleroderma affects one or a few areas of skin and muscle.,2
Morphea is a type of localized scleroderma that appears as one or more thickened patches or plaques.,0
Linear scleroderma is another type of localized scleroderma that affects a straight line on the body.,0
"Systemic scleroderma affects the entire body, including internal organs.",0
Morphea and linear scleroderma are both types of localized scleroderma.,0
blisters,3
Shingles symptoms are contagious.,1
Shingles symptoms are not contagious.,0
Shingles symptoms are contagious only in children.,0
Shingles symptoms are contagious only in adults.,0
Shingles symptoms are contagious only in people with weak immune systems.,0
Shingles symptoms are not contagious.,2
Shingles can be spread to others through direct contact with blisters.,0
Shingles can only be spread to those who have never had chickenpox.,0
Shingles can be spread to others during the times before blisters and after crusting.,0
Shingles can be spread to others through the air.,0
mental health specialist,3
Cognitive-behavioral therapist,1
Psychoanalyst,0
Humanistic therapist,0
Art therapist,0
Hypnotherapist,0
Clinical psychologist,2
School psychologist,0
Sports psychologist,0
Forensic psychologist,0
Industrial-organizational psychologist,0
chronic vaginal yeast infections,3
Hormonal changes during puberty can cause enlarged labia.,1
Excessive weight gain can lead to enlarged labia.,0
Infections such as bacterial vaginosis can cause enlarged labia.,0
Wearing tight clothing can cause enlarged labia.,0
Enlarged labia is a genetic condition.,0
Labial hypertrophy can be caused by hormonal changes during puberty.,2
Enlarged labia can be a result of genetics.,0
Chronic vaginal yeast infections can cause irritation and discomfort in the vaginal area.,0
Labial hypertrophy is a medical condition that requires treatment.,0
Enlarged labia can be caused by wearing tight clothing.,0
breast-feed,3
Omeprazole should not be taken with clopidogrel.,1
Omeprazole should not be taken with antacids.,0
Omeprazole should not be taken with antibiotics.,0
Omeprazole should not be taken with aspirin.,0
Omeprazole should not be taken with vitamin C.,0
"Omeprazole should not be taken with liver disease, heart disease, or low levels of magnesium in the blood.",2
Omeprazole should not be taken with trouble or pain with swallowing.,0
Omeprazole should not be taken with breastfeeding or children younger than 1 year old.,0
Omeprazole should not be taken with benzimidazole medications like albendazole or mebendazole.,0
Omeprazole should not be taken with omeprazole (Prilosec OTC) without the advice of a doctor.,0
Amyotrophic lateral sclerosis,3
ALS stands for Amyotrophic Lateral Sclerosis.,1
ALS stands for Alzheimer's Lung Syndrome.,0
ALS stands for Acute Lung Syndrome.,0
ALS stands for Acute Lung Sclerosis.,0
ALS stands for Acute Lung Sclerosis.,0
Amyotrophic lateral sclerosis,2
Lou Gehrig's disease,0
Charcot disease,0
Lou Gehrig's disease and Charcot disease,0
Lou Gehrig's disease and Charcot disease,0
"also known as Chacot-Marie-Tooth hereditary neuropathy, peroneal muscular atrophy, and hereditary motor and sensory neuropathy, is a genetic disease of nerves, typically with progressive muscle weakness, particularly the arms and legs.",3
Marie Charcot disease is a rare genetic disorder characterized by progressive muscle weakness and atrophy.,1
Marie Charcot disease is a type of muscular dystrophy.,0
Marie Charcot disease is caused by a mutation in the SGCE gene.,0
Marie Charcot disease is a neurological disorder.,0
"Marie Charcot disease is a rare genetic disorder characterized by progressive muscle weakness and atrophy, caused by a mutation in the SGCE gene.",0
"Charcot-Marie-Tooth Disease (CMT) is a genetic disease of nerves, characterized by progressive muscle weakness, particularly in the arms and legs.",2
"Charcot-Marie-Tooth Disease is a rare condition that affects the nerves and muscles, causing weakness and loss of sensation in the extremities.",0
"Charcot-Marie-Tooth Disease is a hereditary disorder that affects the peripheral nerves, leading to muscle weakness and atrophy.",0
"Charcot-Marie-Tooth Disease is a neurological disorder that affects the nerves and muscles, causing progressive muscle weakness and atrophy.",0
"Charcot-Marie-Tooth Disease is a genetic condition that affects the nerves and muscles, causing weakness and atrophy in the arms and legs.",0
within 24 hours,3
Warfarin takes about 24 hours to affect the INR.,1
Warfarin takes about 48 hours to affect the INR.,0
Warfarin takes about 72 hours to affect the INR.,0
Warfarin takes about 96 hours to affect the INR.,0
Warfarin takes about 120 hours to affect the INR.,0
Warfarin begins to reduce blood clotting within 24 hours after taking the drug.,2
The full effect of warfarin may take 72 to 96 hours to occur.,0
The anti-clotting effects of a single dose of warfarin lasts 5. two to five days.,0
It is important to take warfarin as prescribed by your healthcare provider.,0
